OTHER,2007,3,FORD,BLACK,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(13289.9+AC0-16974.2+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2006,4,FORD,OTHER,MANUAL,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2002,7,CHEVROLET,RED,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,'LARGE SUV','+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
OTHER,2005,5,DODGE,WHITE,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2007,3,CHEVROLET,BLUE,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2005,5,CHEVROLET,WHITE,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,VAN,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2004,5,FORD,GREEN,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,'LARGE SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2008,2,CHEVROLET,BLACK,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2005,4,CHEVROLET,GOLD,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,3,TOYOTA,GREY,MANUAL,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'','TOP LINE ASIAN',COMPACT,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2006,3,CHEVROLET,WHITE,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,3,CHEVROLET,SILVER,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2007,3,DODGE,RED,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2006,3,CHEVROLET,GOLD,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2006,4,FORD,RED,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,SPORTS,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2006,3,CHEVROLET,SILVER,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2006,3,FORD,BLUE,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,SPORTS,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2004,5,CHEVROLET,BLACK,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
ADESA,2003,6,CHEVROLET,SILVER,MANUAL,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,'SMALL SUV','+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2006,3,FORD,GREEN,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2007,3,CHEVROLET,GREY,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2006,3,FORD,BLUE,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
OTHER,2005,5,CHEVROLET,MAROON,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
OTHER,2007,2,FORD,WHITE,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2003,7,CHEVROLET,WHITE,AUTO,Alloy,'+AFw-'(91282.8+AC0-100505.4+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
ADESA,2007,2,DODGE,GREY,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,SPECIALTY,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2004,5,FORD,BLUE,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,'LARGE SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2003,6,HONDA,SILVER,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'','TOP LINE ASIAN','SMALL SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,2,CHEVROLET,WHITE,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2007,3,DODGE,BLUE,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,SPECIALTY,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2004,6,HYUNDAI,WHITE,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','OTHER ASIAN',COMPACT,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2002,7,CHEVROLET,GREY,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,VAN,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(3185+AC0-3729.6+AF0AXA-'',1
MANHEIM,2003,7,FORD,BLUE,AUTO,Alloy,'+AFw-'(91282.8+AC0-100505.4+AF0AXA-'',AMERICAN,'LARGE SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2003,6,FORD,GREY,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,SPORTS,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2006,3,DODGE,RED,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,SPECIALTY,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2005,4,CHEVROLET,GREY,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2006,4,FORD,GREEN,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2005,4,DODGE,BLUE,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
OTHER,2006,4,CHEVROLET,MAROON,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,VAN,'+AFw-'(13289.9+AC0-16974.2+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
ADESA,2005,4,FORD,BLACK,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,CROSSOVER,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,3,CHEVROLET,BLUE,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2007,3,KIA,BLACK,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2006,3,CHEVROLET,GREY,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2005,4,KIA,BLUE,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','OTHER ASIAN','MEDIUM SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
ADESA,2007,3,DODGE,RED,AUTO,Covers,'+AFw-'(45169.8+AC0-54392.4+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2008,1,DODGE,BLACK,AUTO,Covers,'+AFw-'(45169.8+AC0-54392.4+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2004,5,HYUNDAI,WHITE,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2004,5,NISSAN,SILVER,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'','TOP LINE ASIAN',LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,3,CHEVROLET,GREY,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2004,5,TOYOTA,MAROON,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'','TOP LINE ASIAN',MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2003,6,DODGE,SILVER,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,'LARGE TRUCK','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2008,2,CHEVROLET,GREY,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(13289.9+AC0-16974.2+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2006,4,HYUNDAI,RED,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2007,3,NISSAN,BLUE,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','TOP LINE ASIAN',MEDIUM,'+AFw-'(13289.9+AC0-16974.2+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2007,3,KIA,BLUE,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2006,4,DODGE,SILVER,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
ADESA,2007,3,HYUNDAI,SILVER,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2005,5,CHEVROLET,BLACK,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2002,7,FORD,BLUE,MANUAL,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,COMPACT,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2006,4,FORD,BEIGE,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,CROSSOVER,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2007,2,DODGE,GREY,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,SPECIALTY,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2004,5,CHEVROLET,WHITE,AUTO,Alloy,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,2,CHEVROLET,BLUE,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
OTHER,2005,5,KIA,BLUE,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2007,3,DODGE,WHITE,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,VAN,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2004,5,DODGE,OTHER,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,'LARGE TRUCK','+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2005,5,DODGE,BLACK,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(13289.9+AC0-16974.2+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
ADESA,2006,4,NISSAN,GREY,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','TOP LINE ASIAN','LARGE TRUCK','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
OTHER,2003,7,CHEVROLET,WHITE,AUTO,Covers,'+AFw-'(26724.6+AC0-35947.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(2640.4+AC0-3185+AF0AXA-'',1
MANHEIM,2006,4,FORD,GREY,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
ADESA,2005,5,CHEVROLET,RED,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,COMPACT,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2005,5,HYUNDAI,SILVER,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','OTHER ASIAN','MEDIUM SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2006,3,CHEVROLET,MAROON,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,COMPACT,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2002,7,CHEVROLET,GOLD,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
ADESA,2006,3,DODGE,GREY,AUTO,Alloy,'+AFw-'(35947.2+AC0-45169.8+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2004,5,DODGE,GOLD,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
OTHER,2003,6,DODGE,SILVER,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
ADESA,2006,4,VOLKSWAGEN,BLUE,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',OTHER,SPECIALTY,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2006,4,DODGE,SILVER,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,VAN,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2006,4,CHEVROLET,GOLD,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2008,2,CHEVROLET,BLUE,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2007,3,CHEVROLET,BLACK,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,COMPACT,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2004,6,KIA,SILVER,AUTO,Alloy,'+AFw-'(63615+AC0-72837.6+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
OTHER,2005,5,DODGE,GREY,AUTO,Alloy,'+AFw-'(91282.8+AC0-100505.4+AF0AXA-'',AMERICAN,'LARGE TRUCK','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,2,CHEVROLET,SILVER,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2005,5,FORD,RED,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,'LARGE SUV','+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2003,6,CHEVROLET,WHITE,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,'MEDIUM SUV','+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2001,9,FORD,OTHER,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,'SMALL SUV','+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2008,2,CHEVROLET,GREY,AUTO,Alloy,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(13289.9+AC0-16974.2+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
OTHER,2009,1,KIA,BLACK,AUTO,Covers,'+AFw-'(45169.8+AC0-54392.4+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2004,6,NISSAN,BEIGE,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'','TOP LINE ASIAN',COMPACT,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2007,3,DODGE,BLACK,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2007,3,CHEVROLET,SILVER,AUTO,Covers,'+AFw-'(82060.2+AC0-91282.8+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(2095.8+AC0-2640.4+AF0AXA-'',1
MANHEIM,2006,4,DODGE,BLUE,AUTO,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,VAN,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
MANHEIM,2006,4,CHEVROLET,GREY,MANUAL,Covers,'+AFw-'(54392.4+AC0-63615+AF0AXA-'',AMERICAN,COMPACT,'+AFw-'(5921.3+AC0-9605.6+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2006,4,CHEVROLET,GREY,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,LARGE,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1551.2+AC0-2095.8+AF0AXA-'',1
MANHEIM,2006,4,CHEVROLET,WHITE,AUTO,Covers,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(1006.6+AC0-1551.2+AF0AXA-'',1
OTHER,2006,4,CHEVROLET,WHITE,AUTO,Covers,'+AFw-'(63615+AC0-72837.6+AF0AXA-'',AMERICAN,MEDIUM,'+AFw-'(9605.6+AC0-13289.9+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
MANHEIM,2005,4,KIA,BLUE,AUTO,Alloy,'+AFw-'(72837.6+AC0-82060.2+AF0AXA-'','OTHER ASIAN',MEDIUM,'+AFw-'(+AC0-inf+AC0-5921.3+AF0AXA-'','+AFw-'(+AC0-inf+AC0-1006.6+AF0AXA-'',1
